Station,PM10,AQI,NO2,District,PM2_5,SO2,Date,Region
"Baramulla DFO Office (PM-10, PM-2.5) 1078",65.0,85.0,16.0,Baramulla,49.0,9.0,3992-09-01,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",65.0,117.0,16.0,Baramulla,49.0,11.0,3992-10-01,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",65.0,107.0,17.0,Baramulla,48.0,11.0,3992-11-01,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",65.0,105.0,17.0,Baramulla,48.0,11.0,3992-12-01,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",117.0,117.0,18.0,Baramulla,58.0,11.0,3993-01-01,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",114.0,114.0,24.0,Baramulla,67.0,12.0,3993-02-01,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",87.0,87.0,14.0,Baramulla,52.0,5.0,3993-03-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",87.0,87.0,17.0,Baramulla,67.0,7.0,3993-04-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",91.0,93.0,16.0,Baramulla,66.0,7.0,3993-05-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",94.0,122.0,15.0,Baramulla,64.0,6.0,3993-06-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",94.0,92.0,13.0,Baramulla,63.0,6.0,3993-07-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",94.0,117.0,12.0,Baramulla,61.0,5.0,3993-08-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",105.0,130.0,11.0,Baramulla,60.0,5.0,3993-09-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",108.0,101.0,10.0,Baramulla,58.0,4.0,3993-10-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",112.0,112.0,8.0,Baramulla,57.0,4.0,3993-11-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",98.0,96.0,7.0,Baramulla,55.0,3.0,3993-12-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",84.0,95.0,6.0,Baramulla,54.0,3.0,3994-01-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",117.0,117.0,15.0,Baramulla,59.0,8.0,3994-02-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",116.0,116.0,9.0,Baramulla,37.0,4.0,3994-03-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",116.0,116.0,5.0,Baramulla,48.0,3.0,3994-04-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",109.0,109.0,6.0,Baramulla,52.0,3.0,3994-05-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",110.0,110.0,6.0,Baramulla,52.0,3.0,3994-06-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",115.0,115.0,7.0,Baramulla,55.0,3.0,3994-07-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",110.0,110.0,10.0,Baramulla,50.0,4.0,3994-08-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",112.0,112.0,17.0,Baramulla,66.0,7.0,3994-09-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",114.0,114.0,9.0,Baramulla,54.0,7.0,3994-10-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",118.0,118.0,15.0,Baramulla,50.0,7.0,3994-11-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",122.0,122.0,16.0,Baramulla,55.0,7.0,3994-12-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",115.0,115.0,16.0,Baramulla,46.0,7.0,3995-01-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",115.0,124.0,16.0,Baramulla,46.0,7.0,3995-02-02,Kashmir
"Baramulla DFO Office (PM-10, PM-2.5) 1078",115.0,119.0,16.0,Baramulla,46.0,7.0,3995-03-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",114.0,82.0,22.0,Baramulla,82.0,6.0,3991-01-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",171.0,72.0,25.0,Baramulla,79.0,8.0,3991-02-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",140.0,105.0,18.0,Baramulla,75.0,8.0,3991-03-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",161.0,118.0,20.0,Baramulla,75.0,7.0,3991-04-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",131.0,105.0,18.0,Baramulla,75.0,8.0,3991-05-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",82.0,117.0,18.0,Baramulla,75.0,8.0,3991-06-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",140.0,94.0,21.0,Baramulla,51.0,4.0,3991-07-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",75.0,104.0,13.0,Baramulla,53.0,7.0,3991-08-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",75.0,108.0,13.0,Baramulla,53.0,7.0,3991-09-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",75.0,107.0,13.0,Baramulla,53.0,7.0,3991-10-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",75.0,107.0,13.0,Baramulla,49.0,7.0,3991-11-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",75.0,122.0,13.0,Baramulla,46.0,7.0,3991-12-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",70.0,113.0,11.0,Baramulla,43.0,6.0,3992-01-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",82.0,150.0,13.0,Baramulla,68.0,8.0,3992-02-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",86.0,139.0,16.0,Baramulla,53.0,10.0,3992-03-01,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",86.0,95.0,16.0,Baramulla,51.0,10.0,3992-04-01,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",85.0,151.0,16.0,Baramulla,50.0,11.0,3992-05-01,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",85.0,134.0,17.0,Baramulla,48.0,11.0,3992-06-01,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",85.0,125.0,17.0,Baramulla,47.0,11.0,3992-07-01,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",84.0,119.0,17.0,Baramulla,45.0,5.0,3992-08-01,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",84.0,106.0,17.0,Baramulla,44.0,10.0,3992-09-01,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",84.0,150.0,17.0,Baramulla,42.0,12.0,3992-10-01,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",83.0,159.0,18.0,Baramulla,41.0,12.0,3992-11-01,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",83.0,141.0,18.0,Baramulla,39.0,12.0,3992-12-01,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",121.0,121.0,18.0,Baramulla,78.0,13.0,3993-01-01,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",129.0,133.0,25.0,Baramulla,116.0,13.0,3993-02-01,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",138.0,149.0,23.0,Baramulla,139.0,11.0,3993-03-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",132.0,135.0,22.0,Baramulla,104.0,12.0,3993-04-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",131.0,128.0,21.0,Baramulla,101.0,11.0,3993-05-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",131.0,118.0,20.0,Baramulla,97.0,9.0,3993-06-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",130.0,107.0,20.0,Baramulla,97.0,9.0,3993-07-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",129.0,148.0,20.0,Baramulla,97.0,9.0,3993-08-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",129.0,118.0,18.0,Baramulla,87.0,5.0,3993-09-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",128.0,126.0,17.0,Baramulla,83.0,3.0,3993-10-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",127.0,130.0,16.0,Baramulla,80.0,2.0,3993-11-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",127.0,131.0,17.0,Baramulla,72.0,9.0,3993-12-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",126.0,126.0,15.0,Baramulla,65.0,8.0,3994-01-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",124.0,124.0,18.0,Baramulla,66.0,10.0,3994-02-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",114.0,114.0,16.0,Baramulla,29.0,9.0,3994-03-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",125.0,125.0,10.0,Baramulla,68.0,5.0,3994-04-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",114.0,114.0,18.0,Baramulla,61.0,5.0,3994-05-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",126.0,126.0,12.0,Baramulla,68.0,5.0,3994-06-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",126.0,126.0,12.0,Baramulla,52.0,6.0,3994-07-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",119.0,119.0,16.0,Baramulla,53.0,8.0,3994-08-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",124.0,51.0,17.0,Baramulla,51.0,8.0,3994-09-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",128.0,128.0,18.0,Baramulla,62.0,8.0,3994-10-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",132.0,132.0,22.0,Baramulla,71.0,8.0,3994-11-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",130.0,88.0,24.0,Baramulla,95.0,8.0,3994-12-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",128.0,128.0,23.0,Baramulla,70.0,8.0,3995-01-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",108.0,108.0,22.0,Baramulla,46.0,8.0,3995-02-02,Kashmir
"Baramulla JKPCC Office (PM-10, PM-2.5) 1079",108.0,100.0,22.0,Baramulla,46.0,8.0,3995-03-02,Kashmir
Lasjan Budgam (PM-10) 913,186.0,186.0,33.0,Budgam,5.0,14.0,3991-01-02,Kashmir
Lasjan Budgam (PM-10) 913,158.0,158.0,31.0,Budgam,5.0,16.0,3991-02-02,Kashmir
Lasjan Budgam (PM-10) 913,177.0,177.0,18.0,Budgam,5.0,11.0,3991-03-02,Kashmir
Lasjan Budgam (PM-10) 913,188.0,188.0,31.0,Budgam,5.0,14.0,3991-04-02,Kashmir
Lasjan Budgam (PM-10) 913,214.0,214.0,37.0,Budgam,5.0,14.0,3991-05-02,Kashmir
Lasjan Budgam (PM-10) 913,213.0,213.0,28.0,Budgam,5.0,12.0,3991-06-02,Kashmir
Lasjan Budgam (PM-10) 913,195.0,195.0,28.0,Budgam,5.0,14.0,3991-07-02,Kashmir
Lasjan Budgam (PM-10) 913,191.0,191.0,29.0,Budgam,5.0,17.0,3991-08-02,Kashmir
Lasjan Budgam (PM-10) 913,204.0,204.0,30.0,Budgam,5.0,20.0,3991-09-02,Kashmir
Lasjan Budgam (PM-10) 913,212.0,212.0,31.0,Budgam,5.0,20.0,3991-10-02,Kashmir
Lasjan Budgam (PM-10) 913,213.0,213.0,35.0,Budgam,5.0,26.0,3991-11-02,Kashmir
Lasjan Budgam (PM-10) 913,203.0,203.0,36.0,Budgam,5.0,27.0,3991-12-02,Kashmir
Lasjan Budgam (PM-10) 913,201.0,201.0,34.0,Budgam,5.0,26.0,3992-01-02,Kashmir
Lasjan Budgam (PM-10) 913,195.0,195.0,39.0,Budgam,5.0,26.0,3992-02-02,Kashmir
Lasjan Budgam (PM-10) 913,164.0,164.0,32.0,Budgam,5.0,20.0,3992-03-01,Kashmir
Lasjan Budgam (PM-10) 913,173.0,173.0,36.0,Budgam,5.0,25.0,3992-04-01,Kashmir
Lasjan Budgam (PM-10) 913,185.0,185.0,31.0,Budgam,5.0,23.0,3992-05-01,Kashmir
Lasjan Budgam (PM-10) 913,162.0,162.0,29.0,Budgam,5.0,16.0,3992-06-01,Kashmir
Lasjan Budgam (PM-10) 913,186.0,186.0,30.0,Budgam,5.0,16.0,3992-07-01,Kashmir
Lasjan Budgam (PM-10) 913,185.0,185.0,26.0,Budgam,5.0,15.0,3992-08-01,Kashmir
Lasjan Budgam (PM-10) 913,220.0,220.0,29.0,Budgam,5.0,17.0,3992-09-01,Kashmir
Lasjan Budgam (PM-10) 913,230.0,230.0,32.0,Budgam,5.0,19.0,3992-10-01,Kashmir
Lasjan Budgam (PM-10) 913,271.0,271.0,34.0,Budgam,5.0,20.0,3992-11-01,Kashmir
Lasjan Budgam (PM-10) 913,276.0,276.0,18.0,Budgam,5.0,11.0,3992-12-01,Kashmir
Lasjan Budgam (PM-10) 913,253.0,253.0,32.0,Budgam,5.0,2.0,3993-01-01,Kashmir
Lasjan Budgam (PM-10) 913,200.0,200.0,3.0,Budgam,5.0,16.0,3993-02-01,Kashmir
Lasjan Budgam (PM-10) 913,234.0,234.0,26.0,Budgam,5.0,14.0,3993-03-02,Kashmir
Lasjan Budgam (PM-10) 913,203.0,203.0,28.0,Budgam,5.0,15.0,3993-04-02,Kashmir
Lasjan Budgam (PM-10) 913,262.0,262.0,28.0,Budgam,5.0,16.0,3993-05-02,Kashmir
Lasjan Budgam (PM-10) 913,280.0,280.0,26.0,Budgam,5.0,13.0,3993-06-02,Kashmir
Lasjan Budgam (PM-10) 913,263.0,263.0,24.0,Budgam,5.0,16.0,3993-07-02,Kashmir
Lasjan Budgam (PM-10) 913,241.0,241.0,26.0,Budgam,5.0,20.0,3993-08-02,Kashmir
Lasjan Budgam (PM-10) 913,228.0,228.0,25.0,Budgam,5.0,20.0,3993-09-02,Kashmir
Lasjan Budgam (PM-10) 913,219.0,219.0,27.0,Budgam,5.0,22.0,3993-10-02,Kashmir
Lasjan Budgam (PM-10) 913,219.0,212.0,23.0,Budgam,5.0,13.0,3993-11-02,Kashmir
Lasjan Budgam (PM-10) 913,191.0,191.0,19.0,Budgam,5.0,14.0,3993-12-02,Kashmir
Lasjan Budgam (PM-10) 913,194.0,194.0,26.0,Budgam,5.0,20.0,3994-01-02,Kashmir
Lasjan Budgam (PM-10) 913,188.0,188.0,26.0,Budgam,5.0,20.0,3994-02-02,Kashmir
Lasjan Budgam (PM-10) 913,190.0,190.0,22.0,Budgam,5.0,14.0,3994-03-02,Kashmir
Lasjan Budgam (PM-10) 913,184.0,184.0,23.0,Budgam,5.0,13.0,3994-04-02,Kashmir
Lasjan Budgam (PM-10) 913,169.0,169.0,25.0,Budgam,5.0,15.0,3994-05-02,Kashmir
Lasjan Budgam (PM-10) 913,153.0,153.0,25.0,Budgam,5.0,14.0,3994-06-02,Kashmir
Lasjan Budgam (PM-10) 913,151.0,151.0,26.0,Budgam,5.0,16.0,3994-07-02,Kashmir
Lasjan Budgam (PM-10) 913,207.0,207.0,24.0,Budgam,5.0,14.0,3994-08-02,Kashmir
Lasjan Budgam (PM-10) 913,168.0,175.0,24.0,Budgam,5.0,14.0,3994-09-02,Kashmir
Lasjan Budgam (PM-10) 913,130.0,130.0,25.0,Budgam,5.0,14.0,3994-10-02,Kashmir
Lasjan Budgam (PM-10) 913,233.0,233.0,28.0,Budgam,5.0,14.0,3994-11-02,Kashmir
Lasjan Budgam (PM-10) 913,210.0,247.0,29.0,Budgam,5.0,14.0,3994-12-02,Kashmir
Lasjan Budgam (PM-10) 913,186.0,186.0,26.0,Budgam,5.0,14.0,3995-01-02,Kashmir
Lasjan Budgam (PM-10) 913,158.0,158.0,33.0,Budgam,5.0,14.0,3995-02-02,Kashmir
Lasjan Budgam (PM-10) 913,158.0,158.0,33.0,Budgam,5.0,14.0,3995-03-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",105.0,86.0,14.0,Budgam,43.0,8.0,3991-01-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",71.0,72.0,11.0,Budgam,34.0,8.0,3991-02-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",82.0,91.0,17.0,Budgam,34.0,7.0,3991-03-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",74.0,64.0,17.0,Budgam,47.0,11.0,3991-04-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",128.0,134.0,20.0,Budgam,37.0,12.0,3991-05-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",109.0,125.0,20.0,Budgam,57.0,10.0,3991-06-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",89.0,105.0,17.0,Budgam,51.0,10.0,3991-07-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",61.0,72.0,16.0,Budgam,36.0,10.0,3991-08-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",61.0,98.0,16.0,Budgam,36.0,10.0,3991-09-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",61.0,57.0,16.0,Budgam,36.0,10.0,3991-10-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",61.0,81.0,16.0,Budgam,36.0,10.0,3991-11-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",61.0,97.0,16.0,Budgam,36.0,10.0,3991-12-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",58.0,93.0,12.0,Budgam,35.0,6.0,3992-01-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",57.0,89.0,14.0,Budgam,31.0,8.0,3992-02-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",75.0,107.0,17.0,Budgam,31.0,10.0,3992-03-01,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",74.0,61.0,18.0,Budgam,34.0,10.0,3992-04-01,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",72.0,94.0,19.0,Budgam,36.0,10.0,3992-05-01,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",71.0,79.0,20.0,Budgam,36.0,10.0,3992-06-01,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",70.0,93.0,21.0,Budgam,36.0,10.0,3992-07-01,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",68.0,78.0,22.0,Budgam,40.0,9.0,3992-08-01,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",67.0,56.0,22.0,Budgam,39.0,8.0,3992-09-01,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",66.0,85.0,23.0,Budgam,54.0,12.0,3992-10-01,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",64.0,100.0,24.0,Budgam,54.0,12.0,3992-11-01,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",63.0,92.0,25.0,Budgam,54.0,12.0,3992-12-01,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",125.0,125.0,26.0,Budgam,56.0,12.0,3993-01-01,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",120.0,120.0,24.0,Budgam,59.0,12.0,3993-02-01,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",133.0,133.0,20.0,Budgam,59.0,11.0,3993-03-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",124.0,124.0,21.0,Budgam,70.0,10.0,3993-04-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",125.0,122.0,21.0,Budgam,68.0,9.0,3993-05-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",126.0,116.0,21.0,Budgam,67.0,8.0,3993-06-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",126.0,109.0,21.0,Budgam,67.0,8.0,3993-07-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",128.0,110.0,21.0,Budgam,67.0,8.0,3993-08-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",129.0,103.0,21.0,Budgam,61.0,6.0,3993-09-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",130.0,130.0,21.0,Budgam,60.0,5.0,3993-10-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",117.0,117.0,21.0,Budgam,58.0,4.0,3993-11-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",120.0,120.0,16.0,Budgam,73.0,9.0,3993-12-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",119.0,119.0,9.0,Budgam,70.0,6.0,3994-01-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",110.0,110.0,18.0,Budgam,53.0,11.0,3994-02-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",83.0,83.0,15.0,Budgam,43.0,8.0,3994-03-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",65.0,65.0,16.0,Budgam,33.0,9.0,3994-04-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",53.0,53.0,9.0,Budgam,33.0,5.0,3994-05-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",64.0,64.0,10.0,Budgam,33.0,4.0,3994-06-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",65.0,65.0,14.0,Budgam,33.0,7.0,3994-07-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",75.0,37.0,14.0,Budgam,37.0,7.0,3994-08-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",84.0,36.0,15.0,Budgam,36.0,7.0,3994-09-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",94.0,94.0,15.0,Budgam,47.0,7.0,3994-10-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",99.0,99.0,17.0,Budgam,52.0,7.0,3994-11-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",116.0,116.0,18.0,Budgam,60.0,10.0,3994-12-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",111.0,111.0,23.0,Budgam,80.0,7.0,3995-01-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",111.0,118.0,23.0,Budgam,80.0,7.0,3995-02-02,Kashmir
"SIDCO Complex Ompora Budgam (PM-10, PM-2.5) 1081",111.0,112.0,23.0,Budgam,80.0,6.0,3995-03-02,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",60.0,97.0,13.0,Ganderbal,37.0,6.0,3991-01-02,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",209.0,155.0,24.0,Ganderbal,51.0,6.0,3991-02-02,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",96.0,103.0,18.0,Ganderbal,45.0,8.0,3991-03-02,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",172.0,122.0,19.0,Ganderbal,54.0,7.0,3991-04-02,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",54.0,59.0,9.0,Ganderbal,48.0,4.0,3991-05-02,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",66.0,95.0,14.0,Ganderbal,41.0,7.0,3991-06-02,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",62.0,118.0,13.0,Ganderbal,37.0,8.0,3991-07-02,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",51.0,91.0,12.0,Ganderbal,37.0,7.0,3991-08-02,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",51.0,90.0,12.0,Ganderbal,37.0,7.0,3991-09-02,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",51.0,78.0,12.0,Ganderbal,37.0,7.0,3991-10-02,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",51.0,86.0,12.0,Ganderbal,37.0,7.0,3991-11-02,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",51.0,89.0,12.0,Ganderbal,37.0,7.0,3991-12-02,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",59.0,112.0,11.0,Ganderbal,52.0,6.0,3992-01-02,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",61.0,108.0,13.0,Ganderbal,46.0,7.0,3992-02-02,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",46.0,104.0,9.0,Ganderbal,58.0,5.0,3992-03-01,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",53.0,98.0,10.0,Ganderbal,58.0,5.0,3992-04-01,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",59.0,93.0,11.0,Ganderbal,58.0,6.0,3992-05-01,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",59.0,111.0,11.0,Ganderbal,58.0,6.0,3992-06-01,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",59.0,100.0,11.0,Ganderbal,58.0,6.0,3992-07-01,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",104.0,88.0,15.0,Ganderbal,32.0,7.0,3992-08-01,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",203.0,132.0,21.0,Ganderbal,57.0,7.0,3992-09-01,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",106.0,129.0,20.0,Ganderbal,60.0,9.0,3992-10-01,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",106.0,100.0,20.0,Ganderbal,60.0,9.0,3992-11-01,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",106.0,107.0,20.0,Ganderbal,60.0,9.0,3992-12-01,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",112.0,129.0,21.0,Ganderbal,60.0,10.0,3993-01-01,Kashmir
"Ganderbal DFO Office (PM-10, PM-2.5) 1083",119.0,119.0,22.0,Ganderbal,60.0,10.0,3993-02-01,Kashmir
