Station,PM10,AQI,NO2,District,PM2_5,SO2,Date,Region
Ramban PCC Office 1064,51.0,51.0,9.0,Ramban,38.0,5.0,3993-06-02,Jammu
Ramban PCC Office 1064,42.0,42.0,9.0,Ramban,39.0,5.0,3993-07-02,Jammu
Ramban PCC Office 1064,42.0,42.0,7.0,Ramban,39.0,4.0,3993-08-02,Jammu
Ramban PCC Office 1064,48.0,48.0,7.0,Ramban,27.0,4.0,3993-09-02,Jammu
Ramban PCC Office 1064,48.0,48.0,8.0,Ramban,27.0,4.0,3993-10-02,Jammu
Ramban PCC Office 1064,53.0,53.0,12.0,Ramban,27.0,6.0,3993-11-02,Jammu
Ramban PCC Office 1064,46.0,57.0,13.0,Ramban,27.0,5.0,3993-12-02,Jammu
Ramban PCC Office 1064,39.0,56.0,11.0,Ramban,27.0,5.0,3994-01-02,Jammu
Ramban PCC Office 1064,35.0,56.0,12.0,Ramban,56.0,5.0,3994-02-02,Jammu
Ramban PCC Office 1064,47.0,51.0,10.0,Ramban,41.0,5.0,3994-03-02,Jammu
Ramban PCC Office 1064,56.0,56.0,10.0,Ramban,45.0,6.0,3994-04-02,Jammu
Ramban PCC Office 1064,44.0,44.0,11.0,Ramban,37.0,6.0,3994-05-02,Jammu
Ramban PCC Office 1064,49.0,50.0,9.0,Ramban,43.0,4.0,3994-06-02,Jammu
Ramban PCC Office 1064,49.0,49.0,12.0,Ramban,39.0,6.0,3994-07-02,Jammu
Ramban PCC Office 1064,49.0,49.0,14.0,Ramban,42.0,3.0,3994-08-02,Jammu
Ramban PCC Office 1064,47.0,47.0,12.0,Ramban,35.0,4.0,3994-09-02,Jammu
Ramban PCC Office 1064,57.0,57.0,14.0,Ramban,39.0,3.0,3994-10-02,Jammu
Ramban PCC Office 1064,50.0,50.0,15.0,Ramban,42.0,4.0,3994-11-02,Jammu
Ramban PCC Office 1064,48.0,48.0,10.0,Ramban,42.0,5.0,3994-12-02,Jammu
Ramban PCC Office 1064,56.0,56.0,11.0,Ramban,47.0,5.0,3995-01-02,Jammu
Ramban PCC Office 1064,51.0,52.0,13.0,Ramban,45.0,6.0,3995-02-02,Jammu
Ramban PCC Office 1064,51.0,56.0,14.0,Ramban,45.0,5.0,3995-03-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,52.0,52.0,16.0,Reasi,27.0,4.0,3991-01-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,54.0,54.0,13.0,Reasi,27.0,4.0,3991-02-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,49.0,49.0,12.0,Reasi,27.0,7.0,3991-03-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,47.0,35.0,14.0,Reasi,28.0,7.0,3991-04-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,45.0,47.0,14.0,Reasi,28.0,5.0,3991-05-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,43.0,45.0,14.0,Reasi,28.0,5.0,3991-06-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,41.0,41.0,14.0,Reasi,28.0,6.0,3991-07-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,39.0,39.0,13.0,Reasi,28.0,5.0,3991-08-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,45.0,45.0,12.0,Reasi,29.0,6.0,3991-09-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,52.0,62.0,13.0,Reasi,29.0,7.0,3991-10-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,59.0,60.0,13.0,Reasi,32.0,7.0,3991-11-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,64.0,58.0,16.0,Reasi,34.0,6.0,3991-12-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,67.0,67.0,16.0,Reasi,37.0,6.0,3992-01-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,66.0,74.0,16.0,Reasi,72.0,7.0,3992-02-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,62.0,62.0,14.0,Reasi,37.0,5.0,3992-03-01,Jammu
Reasi PCC Office Building Mini Secretariat 1067,60.0,60.0,16.0,Reasi,37.0,6.0,3992-04-01,Jammu
Reasi PCC Office Building Mini Secretariat 1067,28.0,46.0,9.0,Reasi,37.0,2.0,3992-05-01,Jammu
Reasi PCC Office Building Mini Secretariat 1067,36.0,38.0,7.0,Reasi,38.0,2.0,3992-06-01,Jammu
Reasi PCC Office Building Mini Secretariat 1067,44.0,30.0,10.0,Reasi,30.0,4.0,3992-07-01,Jammu
Reasi PCC Office Building Mini Secretariat 1067,51.0,33.0,9.0,Reasi,33.0,3.0,3992-08-01,Jammu
Reasi PCC Office Building Mini Secretariat 1067,59.0,59.0,16.0,Reasi,47.0,5.0,3992-09-01,Jammu
Reasi PCC Office Building Mini Secretariat 1067,56.0,56.0,11.0,Reasi,42.0,4.0,3992-10-01,Jammu
Reasi PCC Office Building Mini Secretariat 1067,60.0,61.0,17.0,Reasi,53.0,9.0,3992-11-01,Jammu
Reasi PCC Office Building Mini Secretariat 1067,59.0,59.0,10.0,Reasi,39.0,5.0,3992-12-01,Jammu
Reasi PCC Office Building Mini Secretariat 1067,61.0,61.0,8.0,Reasi,41.0,3.0,3993-01-01,Jammu
Reasi PCC Office Building Mini Secretariat 1067,59.0,59.0,6.0,Reasi,44.0,3.0,3993-02-01,Jammu
Reasi PCC Office Building Mini Secretariat 1067,60.0,60.0,7.0,Reasi,45.0,3.0,3993-03-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,60.0,60.0,9.0,Reasi,46.0,4.0,3993-04-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,63.0,63.0,8.0,Reasi,48.0,4.0,3993-05-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,66.0,66.0,8.0,Reasi,38.0,4.0,3993-06-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,61.0,61.0,8.0,Reasi,39.0,5.0,3993-07-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,66.0,66.0,12.0,Reasi,19.0,6.0,3993-08-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,65.0,65.0,10.0,Reasi,25.0,6.0,3993-09-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,65.0,65.0,9.0,Reasi,30.0,5.0,3993-10-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,62.0,62.0,13.0,Reasi,30.0,6.0,3993-11-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,55.0,64.0,13.0,Reasi,30.0,5.0,3993-12-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,59.0,59.0,13.0,Reasi,48.0,7.0,3994-01-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,57.0,57.0,15.0,Reasi,53.0,8.0,3994-02-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,60.0,65.0,14.0,Reasi,59.0,7.0,3994-03-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,61.0,61.0,11.0,Reasi,50.0,5.0,3994-04-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,63.0,63.0,13.0,Reasi,50.0,6.0,3994-05-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,67.0,67.0,10.0,Reasi,40.0,4.0,3994-06-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,62.0,62.0,13.0,Reasi,47.0,6.0,3994-07-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,64.0,64.0,13.0,Reasi,48.0,4.0,3994-08-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,63.0,63.0,14.0,Reasi,48.0,4.0,3994-09-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,64.0,64.0,16.0,Reasi,48.0,3.0,3994-10-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,64.0,63.0,17.0,Reasi,49.0,4.0,3994-11-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,63.0,67.0,14.0,Reasi,49.0,5.0,3994-12-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,64.0,64.0,12.0,Reasi,50.0,5.0,3995-01-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,67.0,67.0,12.0,Reasi,43.0,5.0,3995-02-02,Jammu
Reasi PCC Office Building Mini Secretariat 1067,67.0,68.0,16.0,Reasi,43.0,4.0,3995-03-02,Jammu
Samba PCC Office Phase -1 1066,159.0,169.0,1.0,Samba,112.0,4.0,3991-01-02,Jammu
Samba PCC Office Phase -1 1066,158.0,158.0,2.0,Samba,79.0,5.0,3991-02-02,Jammu
Samba PCC Office Phase -1 1066,161.0,161.0,1.0,Samba,55.0,3.0,3991-03-02,Jammu
Samba PCC Office Phase -1 1066,164.0,164.0,-0.0,Samba,53.0,5.0,3991-04-02,Jammu
Samba PCC Office Phase -1 1066,142.0,142.0,6.0,Samba,66.0,3.0,3991-05-02,Jammu
Samba PCC Office Phase -1 1066,134.0,134.0,8.0,Samba,72.0,7.0,3991-06-02,Jammu
Samba PCC Office Phase -1 1066,107.0,107.0,15.0,Samba,62.0,5.0,3991-07-02,Jammu
Samba PCC Office Phase -1 1066,78.0,78.0,22.0,Samba,33.0,6.0,3991-08-02,Jammu
Samba PCC Office Phase -1 1066,91.0,91.0,19.0,Samba,56.0,3.0,3991-09-02,Jammu
Samba PCC Office Phase -1 1066,94.0,94.0,18.0,Samba,53.0,6.0,3991-10-02,Jammu
Samba PCC Office Phase -1 1066,94.0,93.0,18.0,Samba,39.0,6.0,3991-11-02,Jammu
Samba PCC Office Phase -1 1066,92.0,90.0,18.0,Samba,38.0,6.0,3991-12-02,Jammu
Samba PCC Office Phase -1 1066,91.0,91.0,19.0,Samba,36.0,3.0,3992-01-02,Jammu
Samba PCC Office Phase -1 1066,92.0,92.0,19.0,Samba,35.0,3.0,3992-02-02,Jammu
Samba PCC Office Phase -1 1066,96.0,96.0,18.0,Samba,32.0,1.0,3992-03-01,Jammu
Samba PCC Office Phase -1 1066,93.0,93.0,18.0,Samba,35.0,2.0,3992-04-01,Jammu
Samba PCC Office Phase -1 1066,83.0,83.0,21.0,Samba,33.0,6.0,3992-05-01,Jammu
Samba PCC Office Phase -1 1066,87.0,87.0,20.0,Samba,31.0,3.0,3992-06-01,Jammu
Samba PCC Office Phase -1 1066,93.0,93.0,18.0,Samba,28.0,2.0,3992-07-01,Jammu
Samba PCC Office Phase -1 1066,97.0,97.0,17.0,Samba,29.0,3.0,3992-08-01,Jammu
Samba PCC Office Phase -1 1066,96.0,96.0,18.0,Samba,35.0,2.0,3992-09-01,Jammu
Samba PCC Office Phase -1 1066,100.0,100.0,17.0,Samba,38.0,4.0,3992-10-01,Jammu
Samba PCC Office Phase -1 1066,103.0,103.0,16.0,Samba,29.0,2.0,3992-11-01,Jammu
Samba PCC Office Phase -1 1066,95.0,94.0,18.0,Samba,35.0,5.0,3992-12-01,Jammu
Samba PCC Office Phase -1 1066,99.0,99.0,17.0,Samba,41.0,2.0,3993-01-01,Jammu
Samba PCC Office Phase -1 1066,117.0,117.0,12.0,Samba,51.0,5.0,3993-02-01,Jammu
Samba PCC Office Phase -1 1066,125.0,125.0,10.0,Samba,55.0,3.0,3993-03-02,Jammu
Samba PCC Office Phase -1 1066,129.0,129.0,9.0,Samba,39.0,2.0,3993-04-02,Jammu
Samba PCC Office Phase -1 1066,130.0,130.0,9.0,Samba,49.0,2.0,3993-05-02,Jammu
Samba PCC Office Phase -1 1066,123.0,123.0,11.0,Samba,45.0,4.0,3993-06-02,Jammu
Samba PCC Office Phase -1 1066,117.0,117.0,12.0,Samba,46.0,4.0,3993-07-02,Jammu
Samba PCC Office Phase -1 1066,115.0,115.0,13.0,Samba,34.0,3.0,3993-08-02,Jammu
Samba PCC Office Phase -1 1066,111.0,111.0,14.0,Samba,35.0,4.0,3993-09-02,Jammu
Samba PCC Office Phase -1 1066,111.0,111.0,14.0,Samba,32.0,4.0,3993-10-02,Jammu
Samba PCC Office Phase -1 1066,159.0,159.0,1.0,Samba,46.0,2.0,3993-11-02,Jammu
Samba PCC Office Phase -1 1066,173.0,174.0,-2.0,Samba,54.0,7.0,3993-12-02,Jammu
Samba PCC Office Phase -1 1066,187.0,187.0,-6.0,Samba,50.0,3.0,3994-01-02,Jammu
Samba PCC Office Phase -1 1066,175.0,175.0,-3.0,Samba,44.0,4.0,3994-02-02,Jammu
Samba PCC Office Phase -1 1066,167.0,167.0,-1.0,Samba,59.0,2.0,3994-03-02,Jammu
Samba PCC Office Phase -1 1066,155.0,155.0,2.0,Samba,58.0,2.0,3994-04-02,Jammu
Samba PCC Office Phase -1 1066,128.0,128.0,9.0,Samba,58.0,3.0,3994-05-02,Jammu
Samba PCC Office Phase -1 1066,119.0,119.0,9.0,Samba,57.0,2.0,3994-06-02,Jammu
Samba PCC Office Phase -1 1066,132.0,132.0,9.0,Samba,57.0,2.0,3994-07-02,Jammu
Samba PCC Office Phase -1 1066,94.0,94.0,9.0,Samba,56.0,2.0,3994-08-02,Jammu
Samba PCC Office Phase -1 1066,99.0,99.0,9.0,Samba,56.0,2.0,3994-09-02,Jammu
Samba PCC Office Phase -1 1066,103.0,103.0,9.0,Samba,55.0,2.0,3994-10-02,Jammu
Samba PCC Office Phase -1 1066,128.0,128.0,14.0,Samba,55.0,4.0,3994-11-02,Jammu
Samba PCC Office Phase -1 1066,116.0,116.0,14.0,Samba,54.0,4.0,3994-12-02,Jammu
Samba PCC Office Phase -1 1066,103.0,103.0,17.0,Samba,26.0,4.0,3995-01-02,Jammu
Samba PCC Office Phase -1 1066,90.0,90.0,28.0,Samba,44.0,6.0,3995-02-02,Jammu
Samba PCC Office Phase -1 1066,90.0,90.0,28.0,Samba,44.0,6.0,3995-03-02,Jammu
Udhampur PCC Office Battal Ballian 1063,162.0,187.0,18.0,Udhampur,172.0,4.0,3991-01-02,Jammu
Udhampur PCC Office Battal Ballian 1063,149.0,149.0,17.0,Udhampur,30.0,5.0,3991-02-02,Jammu
Udhampur PCC Office Battal Ballian 1063,152.0,152.0,17.0,Udhampur,31.0,5.0,3991-03-02,Jammu
Udhampur PCC Office Battal Ballian 1063,130.0,130.0,16.0,Udhampur,33.0,5.0,3991-04-02,Jammu
Udhampur PCC Office Battal Ballian 1063,132.0,132.0,16.0,Udhampur,33.0,4.0,3991-05-02,Jammu
Udhampur PCC Office Battal Ballian 1063,145.0,140.0,17.0,Udhampur,33.0,5.0,3991-06-02,Jammu
Udhampur PCC Office Battal Ballian 1063,158.0,158.0,17.0,Udhampur,100.0,4.0,3991-07-02,Jammu
Udhampur PCC Office Battal Ballian 1063,158.0,158.0,17.0,Udhampur,100.0,6.0,3991-08-02,Jammu
Udhampur PCC Office Battal Ballian 1063,156.0,162.0,17.0,Udhampur,99.0,4.0,3991-09-02,Jammu
Udhampur PCC Office Battal Ballian 1063,155.0,155.0,17.0,Udhampur,98.0,5.0,3991-10-02,Jammu
Udhampur PCC Office Battal Ballian 1063,150.0,150.0,17.0,Udhampur,94.0,5.0,3991-11-02,Jammu
Udhampur PCC Office Battal Ballian 1063,148.0,152.0,17.0,Udhampur,92.0,6.0,3991-12-02,Jammu
Udhampur PCC Office Battal Ballian 1063,146.0,146.0,17.0,Udhampur,91.0,5.0,3992-01-02,Jammu
Udhampur PCC Office Battal Ballian 1063,148.0,148.0,17.0,Udhampur,92.0,4.0,3992-02-02,Jammu
Udhampur PCC Office Battal Ballian 1063,125.0,125.0,16.0,Udhampur,75.0,3.0,3992-03-01,Jammu
Udhampur PCC Office Battal Ballian 1063,143.0,143.0,17.0,Udhampur,89.0,4.0,3992-04-01,Jammu
Udhampur PCC Office Battal Ballian 1063,85.0,85.0,13.0,Udhampur,46.0,3.0,3992-05-01,Jammu
Udhampur PCC Office Battal Ballian 1063,82.0,82.0,13.0,Udhampur,44.0,5.0,3992-06-01,Jammu
Udhampur PCC Office Battal Ballian 1063,64.0,64.0,12.0,Udhampur,31.0,6.0,3992-07-01,Jammu
Udhampur PCC Office Battal Ballian 1063,94.0,94.0,14.0,Udhampur,53.0,5.0,3992-08-01,Jammu
Udhampur PCC Office Battal Ballian 1063,107.0,107.0,15.0,Udhampur,62.0,4.0,3992-09-01,Jammu
Udhampur PCC Office Battal Ballian 1063,136.0,136.0,16.0,Udhampur,84.0,5.0,3992-10-01,Jammu
Udhampur PCC Office Battal Ballian 1063,160.0,160.0,18.0,Udhampur,101.0,5.0,3992-11-01,Jammu
Udhampur PCC Office Battal Ballian 1063,175.0,175.0,18.0,Udhampur,112.0,5.0,3992-12-01,Jammu
Udhampur PCC Office Battal Ballian 1063,204.0,204.0,20.0,Udhampur,134.0,4.0,3993-01-01,Jammu
Udhampur PCC Office Battal Ballian 1063,149.0,149.0,17.0,Udhampur,93.0,5.0,3993-02-01,Jammu
Udhampur PCC Office Battal Ballian 1063,116.0,116.0,15.0,Udhampur,69.0,5.0,3993-03-02,Jammu
Udhampur PCC Office Battal Ballian 1063,103.0,103.0,14.0,Udhampur,59.0,5.0,3993-04-02,Jammu
Udhampur PCC Office Battal Ballian 1063,115.0,115.0,15.0,Udhampur,68.0,5.0,3993-05-02,Jammu
Udhampur PCC Office Battal Ballian 1063,104.0,104.0,14.0,Udhampur,60.0,3.0,3993-06-02,Jammu
Udhampur PCC Office Battal Ballian 1063,92.0,92.0,14.0,Udhampur,51.0,4.0,3993-07-02,Jammu
Udhampur PCC Office Battal Ballian 1063,80.0,80.0,13.0,Udhampur,42.0,4.0,3993-08-02,Jammu
Udhampur PCC Office Battal Ballian 1063,101.0,101.0,14.0,Udhampur,72.0,5.0,3993-09-02,Jammu
Udhampur PCC Office Battal Ballian 1063,153.0,153.0,17.0,Udhampur,72.0,5.0,3993-10-02,Jammu
Udhampur PCC Office Battal Ballian 1063,175.0,175.0,18.0,Udhampur,72.0,5.0,3993-11-02,Jammu
Udhampur PCC Office Battal Ballian 1063,131.0,130.0,16.0,Udhampur,74.0,5.0,3993-12-02,Jammu
Udhampur PCC Office Battal Ballian 1063,172.0,177.0,18.0,Udhampur,75.0,5.0,3994-01-02,Jammu
Udhampur PCC Office Battal Ballian 1063,139.0,147.0,16.0,Udhampur,125.0,5.0,3994-02-02,Jammu
Udhampur PCC Office Battal Ballian 1063,130.0,137.0,16.0,Udhampur,110.0,5.0,3994-03-02,Jammu
Udhampur PCC Office Battal Ballian 1063,124.0,124.0,16.0,Udhampur,70.0,4.0,3994-04-02,Jammu
Udhampur PCC Office Battal Ballian 1063,134.0,134.0,16.0,Udhampur,61.0,3.0,3994-05-02,Jammu
Udhampur PCC Office Battal Ballian 1063,129.0,129.0,14.0,Udhampur,55.0,4.0,3994-06-02,Jammu
Udhampur PCC Office Battal Ballian 1063,106.0,106.0,14.0,Udhampur,77.0,4.0,3994-07-02,Jammu
Udhampur PCC Office Battal Ballian 1063,67.0,67.0,14.0,Udhampur,55.0,4.0,3994-08-02,Jammu
Udhampur PCC Office Battal Ballian 1063,96.0,97.0,14.0,Udhampur,55.0,4.0,3994-09-02,Jammu
Udhampur PCC Office Battal Ballian 1063,136.0,141.0,14.0,Udhampur,101.0,4.0,3994-10-02,Jammu
Udhampur PCC Office Battal Ballian 1063,152.0,166.0,15.0,Udhampur,151.0,5.0,3994-11-02,Jammu
Udhampur PCC Office Battal Ballian 1063,162.0,192.0,17.0,Udhampur,190.0,5.0,3994-12-02,Jammu
Udhampur PCC Office Battal Ballian 1063,173.0,174.0,19.0,Udhampur,141.0,5.0,3995-01-02,Jammu
Udhampur PCC Office Battal Ballian 1063,162.0,164.0,20.0,Udhampur,128.0,6.0,3995-02-02,Jammu
Udhampur PCC Office Battal Ballian 1063,162.0,167.0,20.0,Udhampur,128.0,6.0,3995-03-02,Jammu
"Anantnag (PM-10, PM-2.5) 1084",134.0,120.0,10.0,Anantnag,46.0,7.0,3991-01-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",85.0,112.0,11.0,Anantnag,67.0,8.0,3991-02-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",114.0,102.0,10.0,Anantnag,33.0,7.0,3991-03-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",118.0,119.0,24.0,Anantnag,33.0,9.0,3991-04-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",70.0,117.0,12.0,Anantnag,42.0,6.0,3991-05-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",75.0,119.0,16.0,Anantnag,38.0,9.0,3991-06-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",138.0,156.0,23.0,Anantnag,60.0,12.0,3991-07-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",68.0,120.0,13.0,Anantnag,53.0,8.0,3991-08-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",68.0,105.0,13.0,Anantnag,53.0,8.0,3991-09-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",68.0,126.0,13.0,Anantnag,53.0,8.0,3991-10-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",68.0,118.0,13.0,Anantnag,53.0,8.0,3991-11-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",68.0,121.0,13.0,Anantnag,53.0,8.0,3991-12-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",61.0,102.0,12.0,Anantnag,40.0,6.0,3992-01-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",63.0,107.0,14.0,Anantnag,44.0,8.0,3992-02-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",81.0,115.0,14.0,Anantnag,33.0,7.0,3992-03-01,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",79.0,86.0,15.0,Anantnag,33.0,7.0,3992-04-01,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",77.0,90.0,16.0,Anantnag,33.0,7.0,3992-05-01,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",75.0,112.0,18.0,Anantnag,33.0,7.0,3992-06-01,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",73.0,78.0,19.0,Anantnag,33.0,7.0,3992-07-01,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",72.0,95.0,20.0,Anantnag,32.0,9.0,3992-08-01,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",70.0,98.0,21.0,Anantnag,32.0,8.0,3992-09-01,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",68.0,101.0,22.0,Anantnag,32.0,9.0,3992-10-01,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",66.0,104.0,24.0,Anantnag,32.0,9.0,3992-11-01,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",64.0,96.0,25.0,Anantnag,32.0,9.0,3992-12-01,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",132.0,132.0,26.0,Anantnag,38.0,9.0,3993-01-01,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",132.0,132.0,23.0,Anantnag,45.0,9.0,3993-02-01,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",123.0,123.0,18.0,Anantnag,21.0,8.0,3993-03-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",98.0,98.0,22.0,Anantnag,52.0,10.0,3993-04-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",107.0,112.0,23.0,Anantnag,52.0,11.0,3993-05-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",116.0,124.0,24.0,Anantnag,51.0,11.0,3993-06-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",116.0,131.0,24.0,Anantnag,51.0,11.0,3993-07-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",116.0,141.0,24.0,Anantnag,51.0,11.0,3993-08-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",143.0,137.0,27.0,Anantnag,51.0,13.0,3993-09-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",152.0,142.0,28.0,Anantnag,50.0,13.0,3993-10-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",161.0,161.0,29.0,Anantnag,50.0,14.0,3993-11-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",131.0,129.0,16.0,Anantnag,59.0,10.0,3993-12-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",92.0,104.0,12.0,Anantnag,51.0,7.0,3994-01-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",120.0,120.0,15.0,Anantnag,58.0,8.0,3994-02-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",93.0,93.0,13.0,Anantnag,40.0,6.0,3994-03-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",84.0,99.0,12.0,Anantnag,36.0,6.0,3994-04-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",74.0,74.0,10.0,Anantnag,31.0,5.0,3994-05-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",113.0,113.0,8.0,Anantnag,55.0,3.0,3994-06-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",112.0,112.0,14.0,Anantnag,55.0,6.0,3994-07-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",118.0,118.0,14.0,Anantnag,55.0,6.0,3994-08-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",116.0,123.0,13.0,Anantnag,55.0,6.0,3994-09-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",114.0,114.0,13.0,Anantnag,55.0,6.0,3994-10-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",127.0,127.0,17.0,Anantnag,49.0,6.0,3994-11-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",136.0,136.0,17.0,Anantnag,51.0,11.0,3994-12-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",104.0,104.0,13.0,Anantnag,46.0,10.0,3995-01-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",104.0,134.0,13.0,Anantnag,46.0,13.0,3995-02-02,Kashmir
"Anantnag (PM-10, PM-2.5) 1084",104.0,118.0,13.0,Anantnag,46.0,10.0,3995-03-02,Kashmir
"Bandipora (PM-10, PM-2.5) 1085",97.0,104.0,17.0,Bandipora,28.0,5.0,3991-01-02,Kashmir
"Bandipora (PM-10, PM-2.5) 1085",86.0,88.0,10.0,Bandipora,27.0,3.0,3991-02-02,Kashmir
"Bandipora (PM-10, PM-2.5) 1085",66.0,98.0,14.0,Bandipora,41.0,7.0,3991-03-02,Kashmir
"Bandipora (PM-10, PM-2.5) 1085",76.0,109.0,23.0,Bandipora,59.0,12.0,3991-04-02,Kashmir
"Bandipora (PM-10, PM-2.5) 1085",102.0,106.0,13.0,Bandipora,57.0,5.0,3991-05-02,Kashmir
"Bandipora (PM-10, PM-2.5) 1085",219.0,128.0,26.0,Bandipora,54.0,6.0,3991-06-02,Kashmir
"Bandipora (PM-10, PM-2.5) 1085",76.0,92.0,20.0,Bandipora,54.0,8.0,3991-07-02,Kashmir
"Bandipora (PM-10, PM-2.5) 1085",58.0,94.0,12.0,Bandipora,37.0,7.0,3991-08-02,Kashmir
"Bandipora (PM-10, PM-2.5) 1085",58.0,95.0,12.0,Bandipora,37.0,7.0,3991-09-02,Kashmir
"Bandipora (PM-10, PM-2.5) 1085",58.0,97.0,12.0,Bandipora,37.0,7.0,3991-10-02,Kashmir
"Bandipora (PM-10, PM-2.5) 1085",58.0,105.0,12.0,Bandipora,37.0,7.0,3991-11-02,Kashmir
"Bandipora (PM-10, PM-2.5) 1085",58.0,95.0,12.0,Bandipora,37.0,7.0,3991-12-02,Kashmir
"Bandipora (PM-10, PM-2.5) 1085",28.0,91.0,4.0,Bandipora,63.0,2.0,3992-01-02,Kashmir
"Bandipora (PM-10, PM-2.5) 1085",64.0,109.0,13.0,Bandipora,45.0,6.0,3992-02-02,Kashmir
